set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
53,1,pair_107_sharp-left.png,sharp-left,MOOMOH,pseudoword,B,107,B
53,2,pair_10_sharp-left.png,sharp-left,KUHPUH,pseudoword,A,10,A
53,3,pair_126_round-left.png,round-left,KUHTUH,pseudoword,B,126,B
53,4,pair_18_round-left.png,round-left,PAYKUH,pseudoword,B,18,B
53,5,pair_134_round-left.png,round-left,LOHNOH,pseudoword,A,134,A
53,6,pair_168_sharp-left.png,sharp-left,LAHNAH,pseudoword,B,168,B
53,7,pair_05_round-left.png,round-left,KUHKAY,pseudoword,B,5,B
53,8,pair_137_sharp-left.png,sharp-left,KAYKUH,pseudoword,A,137,A
53,9,pair_36_round-left.png,round-left,LOOLOO,pseudoword,A,36,A
53,10,pair_35_sharp-left.png,sharp-left,PUHKAY,pseudoword,A,35,A
53,11,pair_108_round-left.png,round-left,LAHNOO,pseudoword,A,108,A
53,12,pair_13_round-left.png,round-left,NOONOH,pseudoword,A,13,A
53,13,pair_80_sharp-left.png,sharp-left,NOHNAH,pseudoword,B,80,A
53,14,pair_165_sharp-left.png,sharp-left,KEEPUH,pseudoword,A,165,A
53,15,pair_66_round-left.png,round-left,LOHLAH,pseudoword,A,66,A
53,16,pair_96_sharp-left.png,sharp-left,TEETAY,pseudoword,A,96,A
53,17,pair_132_sharp-left.png,sharp-left,TEETEE,pseudoword,A,132,A
53,18,pair_183_sharp-left.png,sharp-left,KAYPUH,pseudoword,A,183,A
53,19,pair_72_round-left.png,round-left,MOHLOO,pseudoword,A,72,B
53,20,pair_99_sharp-left.png,sharp-left,KEETAY,pseudoword,A,99,A
53,21,pair_26_sharp-left.png,sharp-left,MOONOO,pseudoword,B,26,B
53,22,pair_123_sharp-left.png,sharp-left,TAYTAY,pseudoword,A,123,A
53,23,pair_109_round-left.png,round-left,LAHLOO,pseudoword,A,109,B
53,24,pair_182_sharp-left.png,sharp-left,NAHMAH,pseudoword,B,182,B
53,25,pair_04_sharp-left.png,sharp-left,TAYKAY,pseudoword,A,4,A
53,26,pair_41_sharp-left.png,sharp-left,PUHTUH,pseudoword,A,41,A
53,27,pair_141_sharp-left.png,sharp-left,LAHLAH,pseudoword,B,141,A
53,28,pair_29_sharp-left.png,sharp-left,NOHNOH,pseudoword,B,29,B
53,29,pair_23_sharp-left.png,sharp-left,NOOLOH,pseudoword,B,23,A
53,30,pair_53_sharp-left.png,sharp-left,KUHKUH,pseudoword,A,53,A
53,31,pair_71_round-left.png,round-left,KAYTUH,pseudoword,B,71,B
53,32,pair_97_round-left.png,round-left,LAHMOH,pseudoword,A,97,A
53,33,pair_32_sharp-left.png,sharp-left,MOHNOH,pseudoword,B,32,B
53,34,pair_151_round-left.png,round-left,MOOLOO,pseudoword,A,151,A
53,35,pair_154_round-left.png,round-left,NAHMOH,pseudoword,A,154,A
53,36,pair_07_sharp-left.png,sharp-left,KIKI,canonical,A,7,A
53,37,pair_155_sharp-left.png,sharp-left,MOHLOH,pseudoword,B,155,B
53,38,pair_111_round-left.png,round-left,MAHLOH,pseudoword,A,111,A
53,39,pair_124_sharp-left.png,sharp-left,TUHPAY,pseudoword,A,124,A
53,40,pair_25_round-left.png,round-left,PAYPEE,pseudoword,B,25,B
53,41,pair_184_sharp-left.png,sharp-left,KEETEE,pseudoword,A,184,A
53,42,pair_27_round-left.png,round-left,TEEPUH,pseudoword,B,27,B
53,43,pair_131_sharp-left.png,sharp-left,TAYPEE,pseudoword,A,131,A
53,44,pair_82_round-left.png,round-left,TUHPEE,pseudoword,B,82,B
53,45,pair_75_sharp-left.png,sharp-left,LOHLOH,pseudoword,B,75,B
53,46,pair_87_round-left.png,round-left,MOONAH,pseudoword,A,87,A
53,47,pair_37_sharp-left.png,sharp-left,MOOLOH,pseudoword,B,37,B
53,48,pair_60_sharp-left.png,sharp-left,MOOMAH,pseudoword,B,60,B
53,49,pair_120_round-left.png,round-left,NOHMOH,pseudoword,A,120,A
53,50,pair_56_sharp-left.png,sharp-left,MOOLAH,pseudoword,B,56,B
53,51,pair_164_sharp-left.png,sharp-left,KUHTEE,pseudoword,A,164,A
53,52,pair_78_sharp-left.png,sharp-left,TUHPUH,pseudoword,A,78,A
53,53,pair_42_sharp-left.png,sharp-left,LOHMOO,pseudoword,B,42,B
53,54,pair_46_sharp-left.png,sharp-left,NOHLAH,pseudoword,B,46,B
53,55,pair_14_round-left.png,round-left,KAYTEE,pseudoword,B,14,A
53,56,pair_61_sharp-left.png,sharp-left,TAYTEE,pseudoword,A,61,A
53,57,pair_122_sharp-left.png,sharp-left,MAHLAH,pseudoword,B,122,B
53,58,pair_03_sharp-left.png,sharp-left,NOOLAH,pseudoword,B,3,B
53,59,pair_89_round-left.png,round-left,MAHMOO,pseudoword,A,89,A
53,60,pair_17_round-left.png,round-left,NOHNOO,pseudoword,A,17,A
53,61,pair_130_round-left.png,round-left,KEETUH,pseudoword,B,130,A
53,62,pair_171_sharp-left.png,sharp-left,TUHTAY,pseudoword,A,171,A
53,63,pair_40_sharp-left.png,sharp-left,NAHNOO,pseudoword,B,40,B
53,64,pair_44_sharp-left.png,sharp-left,PAYKAY,pseudoword,A,44,A
53,65,pair_85_round-left.png,round-left,KAYPEE,pseudoword,B,85,B
53,66,pair_139_sharp-left.png,sharp-left,LOHMOH,pseudoword,B,139,B
53,67,pair_106_sharp-left.png,sharp-left,LOOLOH,pseudoword,B,106,B
53,68,pair_45_sharp-left.png,sharp-left,PEETAY,pseudoword,A,45,A
53,69,pair_77_sharp-left.png,sharp-left,TEEKAY,pseudoword,A,77,A
53,70,pair_07_round-left.png,round-left,BOUBA,canonical,A,7,A
53,71,pair_94_sharp-left.png,sharp-left,LOHMAH,pseudoword,B,94,B
53,72,pair_166_round-left.png,round-left,TUHKEE,pseudoword,B,166,A
53,73,pair_50_round-left.png,round-left,MOHMOO,pseudoword,A,50,A
53,74,pair_173_round-left.png,round-left,MOHLAH,pseudoword,A,173,A
53,75,pair_144_round-left.png,round-left,TEEKEE,pseudoword,B,144,B
53,76,pair_181_sharp-left.png,sharp-left,NAHLOO,pseudoword,B,181,B
53,77,pair_62_sharp-left.png,sharp-left,TAYKUH,pseudoword,A,62,A
53,78,pair_22_round-left.png,round-left,LAHMAH,pseudoword,A,22,A
53,79,pair_100_round-left.png,round-left,MAHLOO,pseudoword,A,100,A
53,80,pair_148_sharp-left.png,sharp-left,LOOMOH,pseudoword,B,148,B
53,81,pair_105_sharp-left.png,sharp-left,KEEPEE,pseudoword,A,105,A
53,82,pair_93_sharp-left.png,sharp-left,NOONOO,pseudoword,B,93,B
53,83,pair_149_sharp-left.png,sharp-left,PEETUH,pseudoword,A,149,B
53,84,pair_179_sharp-left.png,sharp-left,PUHTAY,pseudoword,A,179,B
53,85,pair_118_round-left.png,round-left,KUHTAY,pseudoword,B,118,A
53,86,pair_98_sharp-left.png,sharp-left,PAYTEE,pseudoword,A,98,A
53,87,pair_76_round-left.png,round-left,LOOMAH,pseudoword,A,76,A
53,88,pair_150_sharp-left.png,sharp-left,NAHNOH,pseudoword,B,150,B
53,89,pair_157_sharp-left.png,sharp-left,TEEKUH,pseudoword,A,157,A
53,90,pair_06_sharp-left.png,sharp-left,PAYTAY,pseudoword,A,6,A
53,91,pair_176_sharp-left.png,sharp-left,KAYPAY,pseudoword,A,176,A
53,92,pair_136_round-left.png,round-left,PEEPAY,pseudoword,B,136,A
53,93,pair_48_sharp-left.png,sharp-left,KEEKEE,pseudoword,A,48,A
53,94,pair_81_sharp-left.png,sharp-left,TEEPEE,pseudoword,A,81,A
53,95,pair_52_sharp-left.png,sharp-left,LAHNOH,pseudoword,B,52,B
53,96,pair_112_round-left.png,round-left,MOOMOO,pseudoword,A,112,A
53,97,pair_01_sharp-left.png,sharp-left,MALUMA,canonical,B,1,B
53,98,pair_15_round-left.png,round-left,PUHPAY,pseudoword,B,15,A
53,99,pair_163_round-left.png,round-left,TAYTUH,pseudoword,B,163,A
53,100,pair_178_sharp-left.png,sharp-left,NOOMAH,pseudoword,B,178,B
53,101,pair_156_round-left.png,round-left,MOHNAH,pseudoword,A,156,A
53,102,pair_92_round-left.png,round-left,PUHPEE,pseudoword,B,92,A
53,103,pair_83_sharp-left.png,sharp-left,LAHMOO,pseudoword,B,83,B
53,104,pair_79_sharp-left.png,sharp-left,PEETEE,pseudoword,A,79,A
53,105,pair_101_round-left.png,round-left,PEEPUH,pseudoword,B,101,A
53,106,pair_113_sharp-left.png,sharp-left,MOHNOO,pseudoword,B,113,B
53,107,pair_90_sharp-left.png,sharp-left,KEEPAY,pseudoword,A,90,A
53,108,pair_19_round-left.png,round-left,LOOLAH,pseudoword,A,19,A
53,109,pair_117_round-left.png,round-left,TUHKUH,pseudoword,B,117,A
53,110,pair_59_sharp-left.png,sharp-left,LOHNAH,pseudoword,B,59,B
53,111,pair_104_round-left.png,round-left,NAHLOH,pseudoword,A,104,A
53,112,pair_74_sharp-left.png,sharp-left,MAHNAH,pseudoword,B,74,B
53,113,pair_28_sharp-left.png,sharp-left,NOOLOO,pseudoword,B,28,B
53,114,pair_129_round-left.png,round-left,MOHMOH,pseudoword,A,129,A
