set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
2,1,pair_121_round-left.png,round-left,LOOLAH,pseudoword,A,121,B
2,2,pair_160_sharp-left.png,sharp-left,PAYKEE,pseudoword,A,160,B
2,3,pair_114_round-left.png,round-left,NOOLOH,pseudoword,A,114,A
2,4,pair_13_sharp-left.png,sharp-left,LAHNOH,pseudoword,B,13,B
2,5,pair_152_sharp-left.png,sharp-left,PUHPUH,pseudoword,A,152,B
2,6,pair_174_round-left.png,round-left,MOOLOO,pseudoword,A,174,A
2,7,pair_154_sharp-left.png,sharp-left,LOONOO,pseudoword,B,154,B
2,8,pair_05_round-left.png,round-left,NOHMAH,pseudoword,A,5,A
2,9,pair_175_round-left.png,round-left,MOOMAH,pseudoword,A,175,A
2,10,pair_51_round-left.png,round-left,MAHLOH,pseudoword,A,51,A
2,11,pair_65_round-left.png,round-left,TUHTEE,pseudoword,B,65,B
2,12,pair_37_sharp-left.png,sharp-left,NOOMOH,pseudoword,B,37,B
2,13,pair_96_sharp-left.png,sharp-left,TUHKAY,pseudoword,A,96,A
2,14,pair_18_round-left.png,round-left,KEEPAY,pseudoword,B,18,B
2,15,pair_81_sharp-left.png,sharp-left,KAYKEE,pseudoword,A,81,A
2,16,pair_79_round-left.png,round-left,MOONOO,pseudoword,A,79,A
2,17,pair_59_round-left.png,round-left,LOHNAH,pseudoword,A,59,A
2,18,pair_73_sharp-left.png,sharp-left,PUHKEE,pseudoword,A,73,A
2,19,pair_55_round-left.png,round-left,TAYPAY,pseudoword,B,55,B
2,20,pair_07_round-left.png,round-left,BOUBA,canonical,A,7,A
2,21,pair_31_sharp-left.png,sharp-left,NOOMOO,pseudoword,B,31,B
2,22,pair_21_sharp-left.png,sharp-left,TUHKEE,pseudoword,A,21,A
2,23,pair_177_round-left.png,round-left,LAHLAH,pseudoword,A,177,B
2,24,pair_105_round-left.png,round-left,TEEKAY,pseudoword,B,105,A
2,25,pair_93_round-left.png,round-left,KUHPAY,pseudoword,B,93,A
2,26,pair_135_round-left.png,round-left,PAYTUH,pseudoword,B,135,B
2,27,pair_179_round-left.png,round-left,PUHPAY,pseudoword,B,179,B
2,28,pair_159_sharp-left.png,sharp-left,PEEKAY,pseudoword,A,159,A
2,29,pair_68_round-left.png,round-left,KUHTUH,pseudoword,B,68,A
2,30,pair_20_round-left.png,round-left,MOHNOO,pseudoword,A,20,A
2,31,pair_117_sharp-left.png,sharp-left,MOOMOO,pseudoword,B,117,B
2,32,pair_109_round-left.png,round-left,NOHLAH,pseudoword,A,109,A
2,33,pair_118_round-left.png,round-left,NOONOH,pseudoword,A,118,A
2,34,pair_99_round-left.png,round-left,TAYPEE,pseudoword,B,99,B
2,35,pair_136_round-left.png,round-left,KAYTAY,pseudoword,B,136,A
