set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
12,1,pair_01_sharp-left.png,sharp-left,MALUMA,canonical,B,1,B
12,2,pair_149_round-left.png,round-left,LOOMAH,pseudoword,A,149,A
12,3,pair_105_round-left.png,round-left,MOOMOH,pseudoword,A,105,A
12,4,pair_84_round-left.png,round-left,NOONAH,pseudoword,A,84,A
12,5,pair_171_sharp-left.png,sharp-left,KAYTAY,pseudoword,A,171,A
12,6,pair_154_round-left.png,round-left,PAYTUH,pseudoword,B,154,B
12,7,pair_60_round-left.png,round-left,LOHLAH,pseudoword,A,60,A
12,8,pair_163_round-left.png,round-left,NOOLAH,pseudoword,A,163,A
12,9,pair_47_round-left.png,round-left,MAHNOH,pseudoword,A,47,A
12,10,pair_134_round-left.png,round-left,NAHNAH,pseudoword,A,134,B
12,11,pair_15_sharp-left.png,sharp-left,TUHKAY,pseudoword,A,15,A
12,12,pair_157_sharp-left.png,sharp-left,LAHMOH,pseudoword,B,157,B
12,13,pair_167_round-left.png,round-left,NOOMOH,pseudoword,A,167,A
12,14,pair_07_sharp-left.png,sharp-left,BOUBA,canonical,B,7,B
12,15,pair_116_sharp-left.png,sharp-left,LOOMOH,pseudoword,B,116,B
12,16,pair_122_sharp-left.png,sharp-left,MAHLOH,pseudoword,B,122,A
12,17,pair_33_sharp-left.png,sharp-left,MOOLAH,pseudoword,B,33,B
12,18,pair_160_round-left.png,round-left,NAHLOO,pseudoword,A,160,A
12,19,pair_46_round-left.png,round-left,PUHTUH,pseudoword,B,46,B
12,20,pair_74_round-left.png,round-left,MAHNAH,pseudoword,A,74,B
12,21,pair_158_round-left.png,round-left,MOONOO,pseudoword,A,158,A
12,22,pair_23_sharp-left.png,sharp-left,PAYKAY,pseudoword,A,23,A
12,23,pair_14_sharp-left.png,sharp-left,TEETAY,pseudoword,A,14,A
12,24,pair_108_round-left.png,round-left,KEETEE,pseudoword,B,108,B
12,25,pair_140_sharp-left.png,sharp-left,TEEPUH,pseudoword,A,140,A
12,26,pair_59_round-left.png,round-left,TAYPEE,pseudoword,B,59,B
12,27,pair_143_sharp-left.png,sharp-left,MOOMOO,pseudoword,B,143,B
12,28,pair_82_sharp-left.png,sharp-left,MOONOH,pseudoword,B,82,B
12,29,pair_83_round-left.png,round-left,KUHTAY,pseudoword,B,83,B
12,30,pair_63_round-left.png,round-left,PAYPAY,pseudoword,B,63,A
12,31,pair_111_round-left.png,round-left,LOHNOO,pseudoword,A,111,A
12,32,pair_104_sharp-left.png,sharp-left,PEEPAY,pseudoword,A,104,A
12,33,pair_30_round-left.png,round-left,TUHTAY,pseudoword,B,30,B
12,34,pair_135_round-left.png,round-left,PAYPEE,pseudoword,B,135,A
12,35,pair_166_round-left.png,round-left,MAHLAH,pseudoword,A,166,A
12,36,pair_136_round-left.png,round-left,TUHTEE,pseudoword,B,136,B
12,37,pair_145_round-left.png,round-left,KEETAY,pseudoword,B,145,B
12,38,pair_22_round-left.png,round-left,NOONOH,pseudoword,A,22,A
12,39,pair_25_round-left.png,round-left,TEEKEE,pseudoword,B,25,B
12,40,pair_115_round-left.png,round-left,LOHNAH,pseudoword,A,115,A
12,41,pair_118_round-left.png,round-left,KEEPAY,pseudoword,B,118,B
12,42,pair_48_sharp-left.png,sharp-left,MOONAH,pseudoword,B,48,B
12,43,pair_179_sharp-left.png,sharp-left,KUHKUH,pseudoword,A,179,A
12,44,pair_161_sharp-left.png,sharp-left,TEETUH,pseudoword,A,161,A
12,45,pair_180_sharp-left.png,sharp-left,LAHLOH,pseudoword,B,180,B
12,46,pair_177_sharp-left.png,sharp-left,TUHKEE,pseudoword,A,177,A
12,47,pair_50_sharp-left.png,sharp-left,NOHLAH,pseudoword,B,50,B
12,48,pair_181_sharp-left.png,sharp-left,NOHNOH,pseudoword,B,181,B
12,49,pair_16_round-left.png,round-left,TAYKEE,pseudoword,B,16,B
12,50,pair_141_round-left.png,round-left,NOHMOO,pseudoword,A,141,A
12,51,pair_100_round-left.png,round-left,KUHTEE,pseudoword,B,100,B
12,52,pair_164_round-left.png,round-left,KAYKUH,pseudoword,B,164,B
12,53,pair_183_round-left.png,round-left,PAYTAY,pseudoword,B,183,B
12,54,pair_58_sharp-left.png,sharp-left,LOHLOO,pseudoword,B,58,B
12,55,pair_45_sharp-left.png,sharp-left,NOOMAH,pseudoword,B,45,B
12,56,pair_35_round-left.png,round-left,NOOLOO,pseudoword,A,35,A
12,57,pair_132_sharp-left.png,sharp-left,PEEPUH,pseudoword,A,132,A
12,58,pair_113_sharp-left.png,sharp-left,KUHTUH,pseudoword,A,113,A
12,59,pair_36_sharp-left.png,sharp-left,NOHLOH,pseudoword,B,36,B
12,60,pair_57_sharp-left.png,sharp-left,KEEKEE,pseudoword,A,57,A
12,61,pair_26_sharp-left.png,sharp-left,PAYTEE,pseudoword,A,26,A
12,62,pair_168_sharp-left.png,sharp-left,LOONOH,pseudoword,B,168,B
12,63,pair_27_round-left.png,round-left,TUHPEE,pseudoword,B,27,B
