set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
22,1,pair_117_round-left.png,round-left,TUHKAY,pseudoword,B,117,B
22,2,pair_116_sharp-left.png,sharp-left,PAYTAY,pseudoword,A,116,B
22,3,pair_84_round-left.png,round-left,LOHLOH,pseudoword,A,84,A
22,4,pair_24_round-left.png,round-left,KEEKAY,pseudoword,B,24,A
22,5,pair_02_round-left.png,round-left,PEEPUH,pseudoword,B,2,A
22,6,pair_176_sharp-left.png,sharp-left,LOOMOH,pseudoword,B,176,B
22,7,pair_32_sharp-left.png,sharp-left,KEETUH,pseudoword,A,32,B
22,8,pair_23_round-left.png,round-left,LAHMOH,pseudoword,A,23,A
22,9,pair_110_round-left.png,round-left,LOOMOO,pseudoword,A,110,A
22,10,pair_55_round-left.png,round-left,TAYKUH,pseudoword,B,55,B
22,11,pair_155_round-left.png,round-left,LOONAH,pseudoword,A,155,A
22,12,pair_156_round-left.png,round-left,KAYKEE,pseudoword,B,156,A
22,13,pair_173_round-left.png,round-left,MAHMOO,pseudoword,A,173,B
22,14,pair_70_sharp-left.png,sharp-left,TEEKUH,pseudoword,A,70,B
22,15,pair_157_sharp-left.png,sharp-left,MAHNOO,pseudoword,B,157,B
22,16,pair_75_round-left.png,round-left,MAHLOO,pseudoword,A,75,A
22,17,pair_27_round-left.png,round-left,NOHLOH,pseudoword,A,27,B
22,18,pair_107_round-left.png,round-left,LOONOH,pseudoword,A,107,A
22,19,pair_142_round-left.png,round-left,PAYPEE,pseudoword,B,142,A
22,20,pair_80_sharp-left.png,sharp-left,TAYPUH,pseudoword,A,80,B
22,21,pair_127_round-left.png,round-left,MOOLOO,pseudoword,A,127,B
22,22,pair_38_sharp-left.png,sharp-left,TUHPUH,pseudoword,A,38,B
22,23,pair_28_sharp-left.png,sharp-left,KEEPAY,pseudoword,A,28,B
22,24,pair_60_sharp-left.png,sharp-left,TAYPAY,pseudoword,A,60,B
22,25,pair_76_round-left.png,round-left,PAYKEE,pseudoword,B,76,A
22,26,pair_103_sharp-left.png,sharp-left,TEEKEE,pseudoword,A,103,A
22,27,pair_01_round-left.png,round-left,MALUMA,canonical,A,1,A
22,28,pair_51_sharp-left.png,sharp-left,LAHLAH,pseudoword,B,51,B
22,29,pair_61_round-left.png,round-left,KUHTUH,pseudoword,B,61,A
22,30,pair_134_round-left.png,round-left,PUHKAY,pseudoword,B,134,B
22,31,pair_07_round-left.png,round-left,KIKI,canonical,B,7,B
22,32,pair_45_sharp-left.png,sharp-left,MOOMOO,pseudoword,B,45,B
22,33,pair_135_round-left.png,round-left,NOOLAH,pseudoword,A,135,A
22,34,pair_64_round-left.png,round-left,LAHNOH,pseudoword,A,64,A
22,35,pair_178_sharp-left.png,sharp-left,LAHMOO,pseudoword,B,178,A
22,36,pair_52_round-left.png,round-left,KUHPEE,pseudoword,B,52,B
22,37,pair_33_round-left.png,round-left,TUHPAY,pseudoword,B,33,A
22,38,pair_72_round-left.png,round-left,KEEPUH,pseudoword,B,72,B
22,39,pair_94_sharp-left.png,sharp-left,TUHTUH,pseudoword,A,94,B
22,40,pair_128_sharp-left.png,sharp-left,NOONOH,pseudoword,B,128,A
22,41,pair_17_sharp-left.png,sharp-left,TAYTEE,pseudoword,A,17,B
22,42,pair_74_round-left.png,round-left,KUHTEE,pseudoword,B,74,B
22,43,pair_119_round-left.png,round-left,NAHLOO,pseudoword,A,119,A
22,44,pair_69_round-left.png,round-left,TEETUH,pseudoword,B,69,B
22,45,pair_95_round-left.png,round-left,TEETEE,pseudoword,B,95,B
22,46,pair_138_round-left.png,round-left,KUHPAY,pseudoword,B,138,B
22,47,pair_175_round-left.png,round-left,PAYTEE,pseudoword,B,175,B
22,48,pair_57_sharp-left.png,sharp-left,PUHKUH,pseudoword,A,57,A
22,49,pair_50_sharp-left.png,sharp-left,MOONOH,pseudoword,B,50,B
22,50,pair_169_round-left.png,round-left,TUHKEE,pseudoword,B,169,B
22,51,pair_01_round-left.png,round-left,TAKETE,canonical,B,1,B
22,52,pair_184_round-left.png,round-left,LOOMAH,pseudoword,A,184,A
22,53,pair_73_sharp-left.png,sharp-left,LOOLAH,pseudoword,B,73,B
22,54,pair_108_round-left.png,round-left,KEEKEE,pseudoword,B,108,B
22,55,pair_158_sharp-left.png,sharp-left,NAHMOO,pseudoword,B,158,A
22,56,pair_113_round-left.png,round-left,MOHNOH,pseudoword,A,113,A
22,57,pair_151_round-left.png,round-left,KUHKAY,pseudoword,B,151,B
22,58,pair_42_round-left.png,round-left,MOHMAH,pseudoword,A,42,A
22,59,pair_168_sharp-left.png,sharp-left,TUHTEE,pseudoword,A,168,A
22,60,pair_03_sharp-left.png,sharp-left,NOOMOO,pseudoword,B,3,B
22,61,pair_91_sharp-left.png,sharp-left,NAHNAH,pseudoword,B,91,A
22,62,pair_81_sharp-left.png,sharp-left,NOHLAH,pseudoword,B,81,B
22,63,pair_146_round-left.png,round-left,TEEPAY,pseudoword,B,146,B
22,64,pair_47_round-left.png,round-left,PUHTUH,pseudoword,B,47,A
22,65,pair_21_round-left.png,round-left,NOHNOH,pseudoword,A,21,A
22,66,pair_112_round-left.png,round-left,KAYTUH,pseudoword,B,112,B
22,67,pair_122_round-left.png,round-left,LAHNAH,pseudoword,A,122,B
22,68,pair_26_round-left.png,round-left,MOOMOH,pseudoword,A,26,A
22,69,pair_111_round-left.png,round-left,NOHMOH,pseudoword,A,111,B
22,70,pair_35_round-left.png,round-left,PEETUH,pseudoword,B,35,B
22,71,pair_79_sharp-left.png,sharp-left,PAYPAY,pseudoword,A,79,A
22,72,pair_171_sharp-left.png,sharp-left,TEEPUH,pseudoword,A,171,B
22,73,pair_153_round-left.png,round-left,LOOLOO,pseudoword,A,153,A
22,74,pair_145_sharp-left.png,sharp-left,KAYTEE,pseudoword,A,145,B
22,75,pair_29_sharp-left.png,sharp-left,PEETEE,pseudoword,A,29,B
22,76,pair_66_sharp-left.png,sharp-left,NOOMOH,pseudoword,B,66,B
22,77,pair_90_sharp-left.png,sharp-left,PUHTEE,pseudoword,A,90,A
22,78,pair_114_sharp-left.png,sharp-left,PAYPUH,pseudoword,A,114,A
22,79,pair_11_sharp-left.png,sharp-left,LOOLOH,pseudoword,B,11,A
22,80,pair_77_sharp-left.png,sharp-left,NAHMAH,pseudoword,B,77,A
22,81,pair_167_sharp-left.png,sharp-left,KUHTAY,pseudoword,A,167,A
22,82,pair_25_sharp-left.png,sharp-left,MOHLAH,pseudoword,B,25,B
22,83,pair_13_round-left.png,round-left,NOHNOO,pseudoword,A,13,B
22,84,pair_123_round-left.png,round-left,PUHKEE,pseudoword,B,123,A
22,85,pair_49_sharp-left.png,sharp-left,NOOLOH,pseudoword,B,49,B
22,86,pair_88_round-left.png,round-left,NOHMOO,pseudoword,A,88,A
22,87,pair_163_sharp-left.png,sharp-left,NOHNAH,pseudoword,B,163,B
22,88,pair_92_round-left.png,round-left,TUHPEE,pseudoword,B,92,B
22,89,pair_132_sharp-left.png,sharp-left,PEEKEE,pseudoword,A,132,A
22,90,pair_162_sharp-left.png,sharp-left,MOOLOH,pseudoword,B,162,B
22,91,pair_09_round-left.png,round-left,KEETAY,pseudoword,B,9,A
