set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
46,1,pair_171_round-left.png,round-left,MOHNOH,pseudoword,A,171,A
46,2,pair_46_round-left.png,round-left,TAYTEE,pseudoword,B,46,B
46,3,pair_91_sharp-left.png,sharp-left,MAHNOO,pseudoword,B,91,B
46,4,pair_112_sharp-left.png,sharp-left,MAHMAH,pseudoword,B,112,B
46,5,pair_125_round-left.png,round-left,MOOMOO,pseudoword,A,125,A
46,6,pair_185_round-left.png,round-left,PAYTAY,pseudoword,B,185,B
46,7,pair_158_sharp-left.png,sharp-left,KEEKUH,pseudoword,A,158,A
46,8,pair_72_sharp-left.png,sharp-left,NOOLAH,pseudoword,B,72,B
46,9,pair_41_round-left.png,round-left,KEETAY,pseudoword,B,41,B
46,10,pair_154_round-left.png,round-left,PEEPEE,pseudoword,B,154,A
46,11,pair_181_round-left.png,round-left,LOONAH,pseudoword,A,181,A
46,12,pair_42_sharp-left.png,sharp-left,NOHNAH,pseudoword,B,42,B
46,13,pair_02_round-left.png,round-left,LAHLOO,pseudoword,A,2,A
46,14,pair_174_sharp-left.png,sharp-left,PAYPEE,pseudoword,A,174,A
46,15,pair_105_sharp-left.png,sharp-left,LAHLAH,pseudoword,B,105,B
46,16,pair_56_sharp-left.png,sharp-left,PAYKEE,pseudoword,A,56,A
46,17,pair_37_sharp-left.png,sharp-left,TEEKUH,pseudoword,A,37,A
46,18,pair_176_sharp-left.png,sharp-left,MOONAH,pseudoword,B,176,B
46,19,pair_117_sharp-left.png,sharp-left,MOOLOH,pseudoword,B,117,B
46,20,pair_122_round-left.png,round-left,LAHNOH,pseudoword,A,122,A
46,21,pair_156_sharp-left.png,sharp-left,PUHPUH,pseudoword,A,156,B
46,22,pair_147_round-left.png,round-left,NAHMAH,pseudoword,A,147,A
46,23,pair_144_round-left.png,round-left,KAYKEE,pseudoword,B,144,B
46,24,pair_10_round-left.png,round-left,PEEKAY,pseudoword,B,10,B
46,25,pair_86_sharp-left.png,sharp-left,NAHNOH,pseudoword,B,86,B
46,26,pair_57_round-left.png,round-left,PEEKEE,pseudoword,B,57,B
46,27,pair_164_round-left.png,round-left,PAYPAY,pseudoword,B,164,B
46,28,pair_135_round-left.png,round-left,KAYTEE,pseudoword,B,135,B
46,29,pair_179_sharp-left.png,sharp-left,LOOLAH,pseudoword,B,179,B
46,30,pair_143_sharp-left.png,sharp-left,TUHTAY,pseudoword,A,143,A
46,31,pair_139_sharp-left.png,sharp-left,KUHTEE,pseudoword,A,139,B
46,32,pair_111_round-left.png,round-left,PUHTUH,pseudoword,B,111,A
46,33,pair_93_sharp-left.png,sharp-left,LOHNOH,pseudoword,B,93,B
46,34,pair_16_round-left.png,round-left,NOHNOO,pseudoword,A,16,A
46,35,pair_39_sharp-left.png,sharp-left,MOHLAH,pseudoword,B,39,B
46,36,pair_104_round-left.png,round-left,TUHTEE,pseudoword,B,104,B
46,37,pair_161_sharp-left.png,sharp-left,PEEKUH,pseudoword,A,161,B
46,38,pair_141_sharp-left.png,sharp-left,TUHTUH,pseudoword,A,141,A
46,39,pair_07_round-left.png,round-left,BOUBA,canonical,A,7,A
46,40,pair_87_round-left.png,round-left,KEETEE,pseudoword,B,87,B
