set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
8,1,pair_48_sharp-left.png,sharp-left,LOOMOO,pseudoword,B,48,B
8,2,pair_19_round-left.png,round-left,PUHPUH,pseudoword,B,19,A
8,3,pair_142_round-left.png,round-left,TAYPEE,pseudoword,B,142,B
8,4,pair_75_sharp-left.png,sharp-left,NOHLOH,pseudoword,B,75,B
8,5,pair_62_round-left.png,round-left,NAHMOH,pseudoword,A,62,A
8,6,pair_37_sharp-left.png,sharp-left,PAYPAY,pseudoword,A,37,B
8,7,pair_98_round-left.png,round-left,KEEPUH,pseudoword,B,98,B
8,8,pair_103_sharp-left.png,sharp-left,NOHNOH,pseudoword,B,103,B
8,9,pair_131_sharp-left.png,sharp-left,TUHTEE,pseudoword,A,131,A
8,10,pair_122_round-left.png,round-left,PAYTEE,pseudoword,B,122,B
8,11,pair_177_sharp-left.png,sharp-left,PAYKEE,pseudoword,A,177,A
8,12,pair_110_sharp-left.png,sharp-left,KUHTEE,pseudoword,A,110,A
8,13,pair_35_round-left.png,round-left,LOHMOH,pseudoword,A,35,A
8,14,pair_175_round-left.png,round-left,PEEKEE,pseudoword,B,175,B
8,15,pair_85_round-left.png,round-left,MOOLOH,pseudoword,A,85,A
8,16,pair_146_round-left.png,round-left,PUHKEE,pseudoword,B,146,B
8,17,pair_150_sharp-left.png,sharp-left,LOHLAH,pseudoword,B,150,B
8,18,pair_68_round-left.png,round-left,PEETAY,pseudoword,B,68,B
8,19,pair_147_round-left.png,round-left,NAHMAH,pseudoword,A,147,A
8,20,pair_73_sharp-left.png,sharp-left,PEEKAY,pseudoword,A,73,A
8,21,pair_87_sharp-left.png,sharp-left,PUHTAY,pseudoword,A,87,B
8,22,pair_51_round-left.png,round-left,TEEKAY,pseudoword,B,51,B
8,23,pair_16_sharp-left.png,sharp-left,TAYKEE,pseudoword,A,16,A
8,24,pair_138_round-left.png,round-left,TUHKUH,pseudoword,B,138,B
8,25,pair_145_round-left.png,round-left,KEEPAY,pseudoword,B,145,B
8,26,pair_41_round-left.png,round-left,NOHMAH,pseudoword,A,41,A
8,27,pair_156_round-left.png,round-left,MOONAH,pseudoword,A,156,A
8,28,pair_178_round-left.png,round-left,MOOMAH,pseudoword,A,178,A
8,29,pair_84_round-left.png,round-left,PEEKUH,pseudoword,B,84,A
8,30,pair_99_round-left.png,round-left,PUHTEE,pseudoword,B,99,A
8,31,pair_32_round-left.png,round-left,KAYTUH,pseudoword,B,32,B
8,32,pair_69_sharp-left.png,sharp-left,TUHPEE,pseudoword,A,69,B
8,33,pair_171_round-left.png,round-left,LOHNOH,pseudoword,A,171,A
8,34,pair_29_round-left.png,round-left,TEEPUH,pseudoword,B,29,A
8,35,pair_08_round-left.png,round-left,NOOLAH,pseudoword,A,8,A
8,36,pair_15_sharp-left.png,sharp-left,PAYTUH,pseudoword,A,15,B
8,37,pair_118_sharp-left.png,sharp-left,PEEPEE,pseudoword,A,118,A
8,38,pair_46_sharp-left.png,sharp-left,TEEKUH,pseudoword,A,46,A
8,39,pair_83_round-left.png,round-left,NOONOH,pseudoword,A,83,A
8,40,pair_126_sharp-left.png,sharp-left,NAHLOO,pseudoword,B,126,B
8,41,pair_105_round-left.png,round-left,MAHLOO,pseudoword,A,105,A
8,42,pair_102_sharp-left.png,sharp-left,MAHNOH,pseudoword,B,102,B
8,43,pair_17_round-left.png,round-left,MOOLOO,pseudoword,A,17,A
8,44,pair_24_sharp-left.png,sharp-left,LAHNOH,pseudoword,B,24,B
8,45,pair_76_sharp-left.png,sharp-left,PEEPAY,pseudoword,A,76,A
8,46,pair_55_round-left.png,round-left,KAYKEE,pseudoword,B,55,B
8,47,pair_164_round-left.png,round-left,TUHPUH,pseudoword,B,164,A
8,48,pair_67_sharp-left.png,sharp-left,LOHNOO,pseudoword,B,67,B
8,49,pair_106_round-left.png,round-left,LOONAH,pseudoword,A,106,A
8,50,pair_61_sharp-left.png,sharp-left,NOOLOH,pseudoword,B,61,B
8,51,pair_23_sharp-left.png,sharp-left,LAHLOO,pseudoword,B,23,A
8,52,pair_43_round-left.png,round-left,LOOMOH,pseudoword,A,43,A
8,53,pair_05_round-left.png,round-left,TAYTAY,pseudoword,B,5,B
8,54,pair_111_sharp-left.png,sharp-left,LAHLOH,pseudoword,B,111,B
8,55,pair_135_sharp-left.png,sharp-left,LAHLAH,pseudoword,B,135,A
8,56,pair_65_round-left.png,round-left,LOOLOO,pseudoword,A,65,A
8,57,pair_25_round-left.png,round-left,LAHMOO,pseudoword,A,25,A
8,58,pair_22_sharp-left.png,sharp-left,KUHTUH,pseudoword,A,22,A
8,59,pair_165_sharp-left.png,sharp-left,LOOLOH,pseudoword,B,165,B
8,60,pair_109_sharp-left.png,sharp-left,LAHNAH,pseudoword,B,109,B
8,61,pair_117_round-left.png,round-left,MOONOO,pseudoword,A,117,A
8,62,pair_112_round-left.png,round-left,TEEKEE,pseudoword,B,112,B
8,63,pair_121_round-left.png,round-left,TUHKEE,pseudoword,B,121,B
8,64,pair_80_sharp-left.png,sharp-left,KEETUH,pseudoword,A,80,A
8,65,pair_03_sharp-left.png,sharp-left,MOHNOH,pseudoword,B,3,B
8,66,pair_134_sharp-left.png,sharp-left,KAYPAY,pseudoword,A,134,A
8,67,pair_60_sharp-left.png,sharp-left,LOONOH,pseudoword,B,60,B
8,68,pair_06_sharp-left.png,sharp-left,TUHKAY,pseudoword,A,6,A
8,69,pair_95_sharp-left.png,sharp-left,LOOLAH,pseudoword,B,95,B
8,70,pair_166_sharp-left.png,sharp-left,NOHLAH,pseudoword,B,166,B
8,71,pair_119_round-left.png,round-left,KAYPEE,pseudoword,B,119,B
8,72,pair_181_round-left.png,round-left,MAHNAH,pseudoword,A,181,A
8,73,pair_10_sharp-left.png,sharp-left,PAYPEE,pseudoword,A,10,A
8,74,pair_01_sharp-left.png,sharp-left,TAKETE,canonical,A,1,A
8,75,pair_78_sharp-left.png,sharp-left,KUHPEE,pseudoword,A,78,B
8,76,pair_09_round-left.png,round-left,KEEKEE,pseudoword,B,9,B
8,77,pair_120_sharp-left.png,sharp-left,TUHPAY,pseudoword,A,120,A
8,78,pair_04_round-left.png,round-left,MOHLAH,pseudoword,A,4,A
8,79,pair_59_sharp-left.png,sharp-left,MOHLOO,pseudoword,B,59,B
8,80,pair_02_sharp-left.png,sharp-left,PUHPAY,pseudoword,A,2,B
8,81,pair_70_round-left.png,round-left,TUHTUH,pseudoword,B,70,B
8,82,pair_40_sharp-left.png,sharp-left,LOHMOO,pseudoword,B,40,B
8,83,pair_07_round-left.png,round-left,BOUBA,canonical,A,7,A
8,84,pair_153_sharp-left.png,sharp-left,PEETUH,pseudoword,A,153,A
8,85,pair_100_sharp-left.png,sharp-left,MOOLAH,pseudoword,B,100,B
8,86,pair_176_sharp-left.png,sharp-left,LOHNAH,pseudoword,B,176,B
8,87,pair_39_sharp-left.png,sharp-left,MOHNAH,pseudoword,B,39,B
8,88,pair_36_sharp-left.png,sharp-left,MAHMAH,pseudoword,B,36,B
8,89,pair_77_round-left.png,round-left,NOHMOO,pseudoword,A,77,A
8,90,pair_45_sharp-left.png,sharp-left,MAHLAH,pseudoword,B,45,B
8,91,pair_47_sharp-left.png,sharp-left,NOHNOO,pseudoword,B,47,B
8,92,pair_18_round-left.png,round-left,TAYPUH,pseudoword,B,18,B
8,93,pair_01_sharp-left.png,sharp-left,MALUMA,canonical,B,1,B
8,94,pair_123_sharp-left.png,sharp-left,PAYKAY,pseudoword,A,123,A
8,95,pair_152_sharp-left.png,sharp-left,LOHMAH,pseudoword,B,152,B
8,96,pair_57_sharp-left.png,sharp-left,KUHPUH,pseudoword,A,57,A
8,97,pair_167_round-left.png,round-left,MOHMAH,pseudoword,A,167,A
8,98,pair_81_round-left.png,round-left,NAHMOO,pseudoword,A,81,A
8,99,pair_42_sharp-left.png,sharp-left,PEETEE,pseudoword,A,42,A
8,100,pair_33_round-left.png,round-left,PUHTUH,pseudoword,B,33,B
8,101,pair_34_sharp-left.png,sharp-left,PUHKUH,pseudoword,A,34,A
8,102,pair_169_sharp-left.png,sharp-left,MOHMOO,pseudoword,B,169,B
8,103,pair_14_round-left.png,round-left,MOHNOO,pseudoword,A,14,A
8,104,pair_141_round-left.png,round-left,LOOMAH,pseudoword,A,141,A
8,105,pair_28_round-left.png,round-left,MAHLOH,pseudoword,A,28,A
8,106,pair_93_sharp-left.png,sharp-left,KAYKAY,pseudoword,A,93,A
8,107,pair_184_round-left.png,round-left,KEEKAY,pseudoword,B,184,B
8,108,pair_38_round-left.png,round-left,KAYTAY,pseudoword,B,38,B
8,109,pair_72_sharp-left.png,sharp-left,NAHLAH,pseudoword,B,72,A
8,110,pair_108_sharp-left.png,sharp-left,TEETAY,pseudoword,A,108,B
8,111,pair_155_round-left.png,round-left,MOOMOH,pseudoword,A,155,A
8,112,pair_11_sharp-left.png,sharp-left,NOHNAH,pseudoword,B,11,B
8,113,pair_179_sharp-left.png,sharp-left,NOONAH,pseudoword,B,179,B
8,114,pair_128_sharp-left.png,sharp-left,NOONOO,pseudoword,B,128,B
8,115,pair_157_sharp-left.png,sharp-left,TEETUH,pseudoword,A,157,A
8,116,pair_49_sharp-left.png,sharp-left,TEETEE,pseudoword,A,49,A
8,117,pair_20_sharp-left.png,sharp-left,LOHLOH,pseudoword,B,20,B
8,118,pair_07_round-left.png,round-left,KIKI,canonical,B,7,B
8,119,pair_183_round-left.png,round-left,TAYKUH,pseudoword,B,183,B
8,120,pair_159_sharp-left.png,sharp-left,MOONOH,pseudoword,B,159,B
8,121,pair_27_round-left.png,round-left,LOHLOO,pseudoword,A,27,A
8,122,pair_127_sharp-left.png,sharp-left,PUHPEE,pseudoword,A,127,B
8,123,pair_160_sharp-left.png,sharp-left,KUHTAY,pseudoword,A,160,A
8,124,pair_158_round-left.png,round-left,TEEPEE,pseudoword,B,158,B
8,125,pair_82_round-left.png,round-left,TEEPAY,pseudoword,B,82,B
8,126,pair_104_sharp-left.png,sharp-left,KUHKAY,pseudoword,A,104,A
8,127,pair_113_sharp-left.png,sharp-left,MAHMOO,pseudoword,B,113,B
8,128,pair_91_sharp-left.png,sharp-left,NOHLOO,pseudoword,B,91,B
8,129,pair_133_round-left.png,round-left,PAYTAY,pseudoword,B,133,B
8,130,pair_185_sharp-left.png,sharp-left,KEEKUH,pseudoword,A,185,A
8,131,pair_52_round-left.png,round-left,MOOMOO,pseudoword,A,52,A
8,132,pair_56_sharp-left.png,sharp-left,KEETAY,pseudoword,A,56,A
8,133,pair_149_sharp-left.png,sharp-left,LOONOO,pseudoword,B,149,B
8,134,pair_182_sharp-left.png,sharp-left,NOOMOO,pseudoword,B,182,B
8,135,pair_130_round-left.png,round-left,PUHKAY,pseudoword,B,130,B
8,136,pair_101_sharp-left.png,sharp-left,NOOMOH,pseudoword,B,101,B
8,137,pair_13_round-left.png,round-left,MOHMOH,pseudoword,A,13,A
8,138,pair_163_sharp-left.png,sharp-left,TAYKAY,pseudoword,A,163,A
8,139,pair_180_round-left.png,round-left,PAYKUH,pseudoword,B,180,A
8,140,pair_124_round-left.png,round-left,NAHLOH,pseudoword,A,124,A
8,141,pair_12_round-left.png,round-left,KEEPEE,pseudoword,B,12,B
8,142,pair_161_round-left.png,round-left,KAYTEE,pseudoword,B,161,B
8,143,pair_92_round-left.png,round-left,MAHNOO,pseudoword,A,92,A
8,144,pair_143_sharp-left.png,sharp-left,KAYPUH,pseudoword,A,143,A
8,145,pair_63_sharp-left.png,sharp-left,TUHTAY,pseudoword,A,63,A
8,146,pair_97_sharp-left.png,sharp-left,TAYTEE,pseudoword,A,97,A
8,147,pair_71_sharp-left.png,sharp-left,MOHLOH,pseudoword,B,71,B
8,148,pair_107_sharp-left.png,sharp-left,KUHPAY,pseudoword,A,107,A
8,149,pair_66_round-left.png,round-left,NOOMAH,pseudoword,A,66,A
8,150,pair_173_round-left.png,round-left,TAYPAY,pseudoword,B,173,B
8,151,pair_162_round-left.png,round-left,NOHMOH,pseudoword,A,162,A
8,152,pair_154_round-left.png,round-left,LAHMAH,pseudoword,A,154,A
8,153,pair_151_round-left.png,round-left,MAHMOH,pseudoword,A,151,A
8,154,pair_144_round-left.png,round-left,PAYPUH,pseudoword,B,144,B
8,155,pair_114_sharp-left.png,sharp-left,NAHNOO,pseudoword,B,114,B
8,156,pair_136_sharp-left.png,sharp-left,KUHKEE,pseudoword,A,136,A
8,157,pair_50_sharp-left.png,sharp-left,NOOLOO,pseudoword,B,50,B
8,158,pair_140_round-left.png,round-left,LAHMOH,pseudoword,A,140,B
8,159,pair_64_round-left.png,round-left,KAYKUH,pseudoword,B,64,B
8,160,pair_148_sharp-left.png,sharp-left,PEEPUH,pseudoword,A,148,B
8,161,pair_53_round-left.png,round-left,KUHKUH,pseudoword,B,53,B
8,162,pair_137_round-left.png,round-left,NAHNOH,pseudoword,A,137,B
8,163,pair_21_round-left.png,round-left,NAHNAH,pseudoword,A,21,A
8,164,pair_115_round-left.png,round-left,KEETEE,pseudoword,B,115,B
8,165,pair_139_round-left.png,round-left,TAYTUH,pseudoword,B,139,B
8,166,pair_168_round-left.png,round-left,LAHNOO,pseudoword,A,168,A
8,167,pair_89_sharp-left.png,sharp-left,curved,adjective,B,89,B
8,168,pair_116_sharp-left.png,sharp-left,rugged,adjective,A,116,A
8,169,pair_79_sharp-left.png,sharp-left,prickly,adjective,A,79,A
8,170,pair_90_sharp-left.png,sharp-left,circular,adjective,B,90,B
8,171,pair_31_sharp-left.png,sharp-left,round,adjective,B,31,B
8,172,pair_129_round-left.png,round-left,plush,adjective,A,129,A
8,173,pair_54_round-left.png,round-left,soft,adjective,A,54,A
8,174,pair_30_round-left.png,round-left,rotund,adjective,A,30,A
8,175,pair_44_sharp-left.png,sharp-left,chubby,adjective,B,44,B
8,176,pair_26_sharp-left.png,sharp-left,smooth,adjective,B,26,B
8,177,pair_96_round-left.png,round-left,angular,adjective,B,96,B
8,178,pair_74_sharp-left.png,sharp-left,spiky,adjective,A,74,A
8,179,pair_94_round-left.png,round-left,uneven,adjective,B,94,B
8,180,pair_86_round-left.png,round-left,jagged,adjective,B,86,B
8,181,pair_88_round-left.png,round-left,hard,adjective,B,88,B
8,182,pair_58_round-left.png,round-left,fat,adjective,A,58,A
8,183,pair_172_sharp-left.png,sharp-left,edgy,adjective,A,172,A
8,184,pair_174_sharp-left.png,sharp-left,pointed,adjective,A,174,A
8,185,pair_125_sharp-left.png,sharp-left,plump,adjective,B,125,B
8,186,pair_132_round-left.png,round-left,sharp,adjective,B,132,B
