set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
16,1,pair_111_sharp-left.png,sharp-left,MOHNOH,pseudoword,B,111,B
16,2,pair_33_round-left.png,round-left,PUHTUH,pseudoword,B,33,B
16,3,pair_73_sharp-left.png,sharp-left,NAHLOH,pseudoword,B,73,A
16,4,pair_112_sharp-left.png,sharp-left,LOHNAH,pseudoword,B,112,B
16,5,pair_04_round-left.png,round-left,MOHLOO,pseudoword,A,4,B
16,6,pair_182_round-left.png,round-left,LOHLOH,pseudoword,A,182,B
16,7,pair_89_sharp-left.png,sharp-left,NOHNAH,pseudoword,B,89,A
16,8,pair_62_sharp-left.png,sharp-left,KUHTEE,pseudoword,A,62,A
16,9,pair_174_sharp-left.png,sharp-left,MOOLAH,pseudoword,B,174,B
16,10,pair_127_round-left.png,round-left,TUHTEE,pseudoword,B,127,B
16,11,pair_86_round-left.png,round-left,LOOMOH,pseudoword,A,86,A
16,12,pair_105_round-left.png,round-left,NOONOH,pseudoword,A,105,A
16,13,pair_17_round-left.png,round-left,TUHTAY,pseudoword,B,17,A
16,14,pair_128_round-left.png,round-left,MOOLOH,pseudoword,A,128,A
16,15,pair_40_round-left.png,round-left,LOHMAH,pseudoword,A,40,A
16,16,pair_113_sharp-left.png,sharp-left,MOONAH,pseudoword,B,113,B
16,17,pair_72_round-left.png,round-left,MAHMOO,pseudoword,A,72,A
16,18,pair_84_sharp-left.png,sharp-left,KUHKAY,pseudoword,A,84,A
16,19,pair_79_round-left.png,round-left,MOHMOO,pseudoword,A,79,A
16,20,pair_142_round-left.png,round-left,LOHMOO,pseudoword,A,142,A
16,21,pair_63_sharp-left.png,sharp-left,PEEPUH,pseudoword,A,63,A
16,22,pair_46_round-left.png,round-left,PAYTAY,pseudoword,B,46,B
16,23,pair_136_round-left.png,round-left,KAYPEE,pseudoword,B,136,A
16,24,pair_157_sharp-left.png,sharp-left,LOOMAH,pseudoword,B,157,B
16,25,pair_61_round-left.png,round-left,KUHTUH,pseudoword,B,61,B
16,26,pair_08_round-left.png,round-left,KAYTAY,pseudoword,B,8,A
16,27,pair_160_round-left.png,round-left,TAYTEE,pseudoword,B,160,A
16,28,pair_143_sharp-left.png,sharp-left,LOHNOH,pseudoword,B,143,B
16,29,pair_38_sharp-left.png,sharp-left,KUHPUH,pseudoword,A,38,A
16,30,pair_96_sharp-left.png,sharp-left,NAHNOO,pseudoword,B,96,A
16,31,pair_69_round-left.png,round-left,NOOLOH,pseudoword,A,69,A
16,32,pair_57_sharp-left.png,sharp-left,LAHNOH,pseudoword,B,57,B
16,33,pair_93_round-left.png,round-left,NOOLAH,pseudoword,A,93,B
16,34,pair_145_round-left.png,round-left,MOOLOO,pseudoword,A,145,A
16,35,pair_01_round-left.png,round-left,MALUMA,canonical,A,1,A
16,36,pair_116_sharp-left.png,sharp-left,KAYTEE,pseudoword,A,116,A
16,37,pair_34_sharp-left.png,sharp-left,TEEPAY,pseudoword,A,34,A
16,38,pair_80_round-left.png,round-left,PEEPAY,pseudoword,B,80,B
16,39,pair_107_sharp-left.png,sharp-left,TAYPUH,pseudoword,A,107,A
16,40,pair_97_sharp-left.png,sharp-left,KUHKEE,pseudoword,A,97,B
16,41,pair_25_round-left.png,round-left,MOHLAH,pseudoword,A,25,A
16,42,pair_37_sharp-left.png,sharp-left,MAHLAH,pseudoword,B,37,A
16,43,pair_144_sharp-left.png,sharp-left,NOOMAH,pseudoword,B,144,B
16,44,pair_94_sharp-left.png,sharp-left,PAYPUH,pseudoword,A,94,A
16,45,pair_181_round-left.png,round-left,PAYKAY,pseudoword,B,181,B
16,46,pair_124_round-left.png,round-left,TEETEE,pseudoword,B,124,B
16,47,pair_85_sharp-left.png,sharp-left,LAHMOH,pseudoword,B,85,B
16,48,pair_07_sharp-left.png,sharp-left,KIKI,canonical,A,7,A
16,49,pair_90_sharp-left.png,sharp-left,NOHLAH,pseudoword,B,90,B
16,50,pair_50_round-left.png,round-left,LAHNAH,pseudoword,A,50,A
16,51,pair_06_sharp-left.png,sharp-left,PEEKUH,pseudoword,A,6,B
16,52,pair_165_sharp-left.png,sharp-left,TEEKEE,pseudoword,A,165,A
16,53,pair_15_sharp-left.png,sharp-left,MOHLOH,pseudoword,B,15,B
16,54,pair_24_sharp-left.png,sharp-left,NAHLAH,pseudoword,B,24,B
16,55,pair_56_round-left.png,round-left,KUHPEE,pseudoword,B,56,A
16,56,pair_70_round-left.png,round-left,NAHNOH,pseudoword,A,70,A
16,57,pair_77_sharp-left.png,sharp-left,LOOLOH,pseudoword,B,77,B
16,58,pair_48_round-left.png,round-left,PUHPUH,pseudoword,B,48,A
16,59,pair_179_sharp-left.png,sharp-left,LOONOO,pseudoword,B,179,B
16,60,pair_161_sharp-left.png,sharp-left,MOOMOO,pseudoword,B,161,B
16,61,pair_54_round-left.png,round-left,TAYPEE,pseudoword,B,54,A
16,62,pair_101_sharp-left.png,sharp-left,MOHMOH,pseudoword,B,101,B
16,63,pair_104_round-left.png,round-left,KAYPAY,pseudoword,B,104,B
16,64,pair_91_round-left.png,round-left,LOHLOO,pseudoword,A,91,B
16,65,pair_43_sharp-left.png,sharp-left,MAHNAH,pseudoword,B,43,A
16,66,pair_130_round-left.png,round-left,PEEKEE,pseudoword,B,130,A
16,67,pair_146_sharp-left.png,sharp-left,KEETAY,pseudoword,A,146,A
16,68,pair_60_round-left.png,round-left,MOOMOH,pseudoword,A,60,A
16,69,pair_07_sharp-left.png,sharp-left,BOUBA,canonical,B,7,B
16,70,pair_173_round-left.png,round-left,NOHNOH,pseudoword,A,173,B
16,71,pair_121_sharp-left.png,sharp-left,PAYTEE,pseudoword,A,121,A
16,72,pair_29_round-left.png,round-left,TAYTUH,pseudoword,B,29,B
16,73,pair_42_sharp-left.png,sharp-left,PUHTAY,pseudoword,A,42,B
16,74,pair_132_sharp-left.png,sharp-left,KEEPUH,pseudoword,A,132,A
16,75,pair_118_sharp-left.png,sharp-left,MOOMAH,pseudoword,B,118,B
16,76,pair_35_round-left.png,round-left,TUHKEE,pseudoword,B,35,B
16,77,pair_122_round-left.png,round-left,LOOLOO,pseudoword,A,122,B
16,78,pair_10_round-left.png,round-left,MAHMOH,pseudoword,A,10,A
16,79,pair_36_round-left.png,round-left,MOONOH,pseudoword,A,36,A
16,80,pair_125_sharp-left.png,sharp-left,TUHTUH,pseudoword,A,125,B
16,81,pair_82_round-left.png,round-left,LOOLAH,pseudoword,A,82,A
