set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
10,1,pair_99_round-left.png,round-left,LAHNAH,pseudoword,A,99,A
10,2,pair_89_sharp-left.png,sharp-left,LOHNAH,pseudoword,B,89,B
10,3,pair_50_sharp-left.png,sharp-left,LOOLAH,pseudoword,B,50,B
10,4,pair_163_sharp-left.png,sharp-left,KEETEE,pseudoword,A,163,A
10,5,pair_184_round-left.png,round-left,PUHKAY,pseudoword,B,184,B
10,6,pair_21_round-left.png,round-left,TAYTAY,pseudoword,B,21,A
10,7,pair_112_round-left.png,round-left,NAHLOH,pseudoword,A,112,B
10,8,pair_33_sharp-left.png,sharp-left,LOHNOH,pseudoword,B,33,A
10,9,pair_162_sharp-left.png,sharp-left,LOOMAH,pseudoword,B,162,A
10,10,pair_169_round-left.png,round-left,PAYKEE,pseudoword,B,169,B
10,11,pair_107_sharp-left.png,sharp-left,MAHMOO,pseudoword,B,107,B
10,12,pair_139_round-left.png,round-left,MAHNOH,pseudoword,A,139,A
10,13,pair_115_sharp-left.png,sharp-left,LAHLAH,pseudoword,B,115,B
10,14,pair_166_round-left.png,round-left,LOONOH,pseudoword,A,166,A
10,15,pair_74_sharp-left.png,sharp-left,KUHKAY,pseudoword,A,74,B
10,16,pair_66_sharp-left.png,sharp-left,TAYPUH,pseudoword,A,66,A
10,17,pair_08_sharp-left.png,sharp-left,KAYPAY,pseudoword,A,8,A
10,18,pair_175_sharp-left.png,sharp-left,NOONOO,pseudoword,B,175,B
10,19,pair_100_round-left.png,round-left,NOOMOO,pseudoword,A,100,B
10,20,pair_07_sharp-left.png,sharp-left,BOUBA,canonical,B,7,B
10,21,pair_105_sharp-left.png,sharp-left,PEETAY,pseudoword,A,105,B
10,22,pair_63_sharp-left.png,sharp-left,PEEPAY,pseudoword,A,63,A
10,23,pair_130_sharp-left.png,sharp-left,LAHMOH,pseudoword,B,130,B
10,24,pair_153_sharp-left.png,sharp-left,KEEKEE,pseudoword,A,153,B
10,25,pair_137_sharp-left.png,sharp-left,NOONOH,pseudoword,B,137,A
10,26,pair_05_round-left.png,round-left,NAHNOH,pseudoword,A,5,B
10,27,pair_85_sharp-left.png,sharp-left,MOOMOH,pseudoword,B,85,B
10,28,pair_76_sharp-left.png,sharp-left,TUHTAY,pseudoword,A,76,A
10,29,pair_157_sharp-left.png,sharp-left,LOOLOH,pseudoword,B,157,B
10,30,pair_183_round-left.png,round-left,MOHMOO,pseudoword,A,183,A
10,31,pair_182_round-left.png,round-left,KEEPAY,pseudoword,B,182,B
10,32,pair_116_sharp-left.png,sharp-left,NOHLAH,pseudoword,B,116,A
10,33,pair_15_round-left.png,round-left,KAYKUH,pseudoword,B,15,B
10,34,pair_18_round-left.png,round-left,TEEPEE,pseudoword,B,18,B
10,35,pair_158_round-left.png,round-left,TUHTUH,pseudoword,B,158,B
10,36,pair_103_sharp-left.png,sharp-left,NOOLOH,pseudoword,B,103,A
10,37,pair_143_round-left.png,round-left,MOHNAH,pseudoword,A,143,B
10,38,pair_23_round-left.png,round-left,LOHLOO,pseudoword,A,23,A
10,39,pair_150_sharp-left.png,sharp-left,KEETAY,pseudoword,A,150,A
10,40,pair_61_round-left.png,round-left,KUHTEE,pseudoword,B,61,B
10,41,pair_109_sharp-left.png,sharp-left,MOOMAH,pseudoword,B,109,B
10,42,pair_159_sharp-left.png,sharp-left,LAHMAH,pseudoword,B,159,A
10,43,pair_141_sharp-left.png,sharp-left,TAYTUH,pseudoword,A,141,A
10,44,pair_94_sharp-left.png,sharp-left,PUHKEE,pseudoword,A,94,B
10,45,pair_181_round-left.png,round-left,LOHMAH,pseudoword,A,181,A
10,46,pair_34_sharp-left.png,sharp-left,PAYKUH,pseudoword,A,34,A
