set_number,trial_index,master_image_file,layout,word,word_type,correct_side,original_pair,user_choice
48,1,pair_07_round-left.png,round-left,KIKI,canonical,B,7,A
48,2,pair_114_round-left.png,round-left,NAHLOO,pseudoword,A,114,A
48,3,pair_145_sharp-left.png,sharp-left,MOHNAH,pseudoword,B,145,B
48,4,pair_119_sharp-left.png,sharp-left,NAHNAH,pseudoword,B,119,A
48,5,pair_29_sharp-left.png,sharp-left,NAHLAH,pseudoword,B,29,B
48,6,pair_58_round-left.png,round-left,KEETEE,pseudoword,B,58,A
48,7,pair_121_round-left.png,round-left,NOHLAH,pseudoword,A,121,B
48,8,pair_46_round-left.png,round-left,LOHLOH,pseudoword,A,46,A
48,9,pair_117_sharp-left.png,sharp-left,NOOLOH,pseudoword,B,117,A
48,10,pair_33_round-left.png,round-left,MOONOH,pseudoword,A,33,B
48,11,pair_36_round-left.png,round-left,MOHMOO,pseudoword,A,36,A
48,12,pair_151_round-left.png,round-left,NOHMOO,pseudoword,A,151,B
48,13,pair_57_round-left.png,round-left,LOHNOH,pseudoword,A,57,A
48,14,pair_139_round-left.png,round-left,TAYPAY,pseudoword,B,139,B
48,15,pair_71_sharp-left.png,sharp-left,LOOMAH,pseudoword,B,71,B
48,16,pair_140_round-left.png,round-left,PUHPUH,pseudoword,B,140,A
48,17,pair_39_round-left.png,round-left,TUHKAY,pseudoword,B,39,B
48,18,pair_129_round-left.png,round-left,NOONAH,pseudoword,A,129,B
48,19,pair_75_sharp-left.png,sharp-left,KEEKEE,pseudoword,A,75,B
48,20,pair_168_round-left.png,round-left,NOHLOO,pseudoword,A,168,A
48,21,pair_97_round-left.png,round-left,NOOMAH,pseudoword,A,97,B
48,22,pair_126_sharp-left.png,sharp-left,PAYPEE,pseudoword,A,126,A
48,23,pair_96_sharp-left.png,sharp-left,PAYKAY,pseudoword,A,96,B
48,24,pair_148_round-left.png,round-left,NOOMOO,pseudoword,A,148,A
48,25,pair_107_round-left.png,round-left,TEEKEE,pseudoword,B,107,A
